Controller,Module,Method,Type,MobileEndpoint,MobileStatus,Note,ERP_Path
Api,api,scoring,ACTION,NONE,GAP,"",admin/Api/scoring
Api,api,ai_draft_email,ACTION,NONE,GAP,"",admin/Api/ai_draft_email
Api,api,save_email_template,ACTION,NONE,GAP,"",admin/Api/save_email_template
Api,api,update_email_template,ACTION,NONE,GAP,"",admin/Api/update_email_template
Api,api,delete_email_template,DELETE,NONE,GAP,"",admin/Api/delete_email_template
Api,api,email_templates,ACTION,NONE,GAP,"",admin/Api/email_templates
Api,api,send_single,ACTION,NONE,GAP,"",admin/Api/send_single
Api,api,supplier_timeline,ACTION,NONE,GAP,"",admin/Api/supplier_timeline
Api,api,dismiss_review,ACTION,NONE,GAP,"",admin/Api/dismiss_review
Api,api,dismiss_all_reviews,ACTION,NONE,GAP,"",admin/Api/dismiss_all_reviews
Api,api,preflight_send,ACTION,NONE,GAP,"",admin/Api/preflight_send
Api,api,ai_regenerate,ACTION,NONE,GAP,"",admin/Api/ai_regenerate
Api,api,grid_data,ACTION,NONE,GAP,"",admin/Api/grid_data
Api,api,save_sidebar_pin,ACTION,NONE,GAP,"",admin/Api/save_sidebar_pin
Api,api,search_entities,ACTION,NONE,GAP,"",admin/Api/search_entities
Api,api,more_entities,ACTION,NONE,GAP,"",admin/Api/more_entities
Api,api,stats,ACTION,NONE,GAP,"",admin/Api/stats
Api,api,copy_rfq,ACTION,NONE,GAP,"",admin/Api/copy_rfq
Api,api,archive_rfq,ACTION,NONE,GAP,"",admin/Api/archive_rfq
Api,api,fix_stuck_rfqs,ACTION,NONE,GAP,"",admin/Api/fix_stuck_rfqs
Api,api,email_threads,ACTION,NONE,GAP,"",admin/Api/email_threads
Api,api,email_body,ACTION,NONE,GAP,"",admin/Api/email_body
Api,api,email_reply,ACTION,NONE,GAP,"",admin/Api/email_reply
Api,api,email_forward,ACTION,NONE,GAP,"",admin/Api/email_forward
Api,api,email_classify,ACTION,NONE,GAP,"",admin/Api/email_classify
Api,api,thread_next_action,ACTION,NONE,GAP,"",admin/Api/thread_next_action
Api,api,email_attachment,UPLOAD,NONE,GAP,"",admin/Api/email_attachment
Api,api,email_inline_image,ACTION,NONE,GAP,"",admin/Api/email_inline_image
Api,api,email_extract,ACTION,NONE,GAP,"",admin/Api/email_extract
Api,api,check_replies,ACTION,NONE,GAP,"",admin/Api/check_replies
Api,api,email_signatures,ACTION,NONE,GAP,"",admin/Api/email_signatures
Api,api,enqueue_rfq_emails,ACTION,NONE,GAP,"",admin/Api/enqueue_rfq_emails
Api,api,process_rfq_classify_queue,ACTION,NONE,GAP,"",admin/Api/process_rfq_classify_queue
Api,api,run_rfq_ai_master,ACTION,NONE,GAP,"",admin/Api/run_rfq_ai_master
Api,api,enqueue_proc_emails,ACTION,NONE,GAP,"",admin/Api/enqueue_proc_emails
Api,api,process_proc_classify_queue,ACTION,NONE,GAP,"",admin/Api/process_proc_classify_queue
Api,api,run_proc_ai_master,ACTION,NONE,GAP,"",admin/Api/run_proc_ai_master
Api,api,analyze_quotations,ACTION,NONE,GAP,"",admin/Api/analyze_quotations
Api,api,enqueue_quotation_analysis,ACTION,NONE,GAP,"",admin/Api/enqueue_quotation_analysis
Api,api,process_quotation_analysis_queue,ACTION,NONE,GAP,"",admin/Api/process_quotation_analysis_queue
Api,api,analyze_proc_quotations,ACTION,NONE,GAP,"",admin/Api/analyze_proc_quotations
Api,api,enqueue_proc_quotation_analysis,ACTION,NONE,GAP,"",admin/Api/enqueue_proc_quotation_analysis
Api,api,process_proc_quotation_analysis_queue,ACTION,NONE,GAP,"",admin/Api/process_proc_quotation_analysis_queue
Audit_logs,audit_logs,index,LIST,NONE,GAP,"",admin/Audit_logs/index
Audit_logs,audit_logs,get_data,VALIDATE,NONE,GAP,"",admin/Audit_logs/get_data
Audit_logs,audit_logs,get_stats,VALIDATE,NONE,GAP,"",admin/Audit_logs/get_stats
Audit_logs,audit_logs,get_payload,VALIDATE,NONE,GAP,"",admin/Audit_logs/get_payload
Auto_rfq,auto_rfq,supplier,ACTION,NONE,GAP,"",admin/Auto_rfq/supplier
Auto_rfq,auto_rfq,add_supplier,ACTION,NONE,GAP,"",admin/Auto_rfq/add_supplier
Auto_rfq,auto_rfq,sendAutoInquery,ACTION,NONE,GAP,"",admin/Auto_rfq/sendAutoInquery
Auto_rfq,auto_rfq,file,ACTION,NONE,GAP,"",admin/Auto_rfq/file
Component,component,index,LIST,NONE,GAP,"",admin/Component/index
Component,component,create,CREATE,NONE,GAP,"",admin/Component/create
Component,component,edit,EDIT,NONE,GAP,"",admin/Component/edit
Component,component,manage,ACTION,NONE,GAP,"",admin/Component/manage
Component,component,table,LIST,NONE,GAP,"",admin/Component/table
Component,component,view,DETAIL,NONE,GAP,"",admin/Component/view
Dashboard,dashboard,index,LIST,NONE,GAP,"",admin/Dashboard/index
Dashboard,dashboard,dashboard,ACTION,NONE,GAP,"",admin/Dashboard/dashboard
Dashboard,dashboard,suppliers,ACTION,NONE,GAP,"",admin/Dashboard/suppliers
Dashboard,dashboard,supplier,ACTION,NONE,GAP,"",admin/Dashboard/supplier
Dashboard,dashboard,contact,ACTION,NONE,GAP,"",admin/Dashboard/contact
Dashboard,dashboard,users,ACTION,NONE,GAP,"",admin/Dashboard/users
Dashboard,dashboard,rfq_user,ACTION,NONE,GAP,"",admin/Dashboard/rfq_user
Dashboard,dashboard,about,ACTION,NONE,GAP,"",admin/Dashboard/about
Dashboard,dashboard,supplier_table,TAB,NONE,GAP,"",admin/Dashboard/supplier_table
Dashboard,dashboard,suppliers_table,TAB,NONE,GAP,"",admin/Dashboard/suppliers_table
Dashboard,dashboard,usertable,TAB,NONE,GAP,"",admin/Dashboard/usertable
Dashboard,dashboard,usersTable,TAB,NONE,GAP,"",admin/Dashboard/usersTable
Dashboard,dashboard,index,LIST,NONE,GAP,"",admin/Dashboard/index
Dashboard,dashboard,usersTable,TAB,NONE,GAP,"",admin/Dashboard/usersTable
Dashboard,dashboard,get_table_data,VALIDATE,NONE,GAP,"",admin/Dashboard/get_table_data
Dashboard,dashboard,ag_usertable,TAB,NONE,GAP,"",admin/Dashboard/ag_usertable
Dashboard,dashboard,rfq_users_table,TAB,NONE,GAP,"",admin/Dashboard/rfq_users_table
Dashboard,dashboard,rfqView,ACTION,NONE,GAP,"",admin/Dashboard/rfqView
Dashboard,dashboard,get_rfq_data_ajax,VALIDATE,NONE,GAP,"",admin/Dashboard/get_rfq_data_ajax
Dashboard,dashboard,rfq_suppliers_replies,ACTION,NONE,GAP,"",admin/Dashboard/rfq_suppliers_replies
Dashboard,dashboard,fetchMAilsByRfqcode,ACTION,NONE,GAP,"",admin/Dashboard/fetchMAilsByRfqcode
Dashboard,dashboard,active_rfqs_statistics,ACTION,NONE,GAP,"",admin/Dashboard/active_rfqs_statistics
Dashboard,dashboard,rfqs_statistics,ACTION,NONE,GAP,"",admin/Dashboard/rfqs_statistics
Dashboard,dashboard,test,ACTION,NONE,GAP,"",admin/Dashboard/test
Dashboard,dashboard,rfqs_period_statistics,ACTION,NONE,GAP,"",admin/Dashboard/rfqs_period_statistics
Dashboard,dashboard,user_rfqs_period_statistics,ACTION,NONE,GAP,"",admin/Dashboard/user_rfqs_period_statistics
Dashboard,dashboard,rfqs_user_period_statistics,ACTION,NONE,GAP,"",admin/Dashboard/rfqs_user_period_statistics
Estimate_request,estimate_request,convert,ACTION,NONE,GAP,"",admin/Estimate_request/convert
Estimate_request,estimate_request,update_assigned_staff,ACTION,NONE,GAP,"",admin/Estimate_request/update_assigned_staff
Estimate_request,estimate_request,update_tags,ACTION,NONE,GAP,"",admin/Estimate_request/update_tags
Estimate_request,estimate_request,update_request_status,ACTION,NONE,GAP,"",admin/Estimate_request/update_request_status
Estimate_request,estimate_request,view,DETAIL,NONE,GAP,"",admin/Estimate_request/view
Estimate_request,estimate_request,delete,DELETE,NONE,GAP,"",admin/Estimate_request/delete
Estimate_request,estimate_request,table,LIST,NONE,GAP,"",admin/Estimate_request/table
Estimate_request,estimate_request,statuses,ACTION,NONE,GAP,"",admin/Estimate_request/statuses
Estimate_request,estimate_request,status,ACTION,NONE,GAP,"",admin/Estimate_request/status
Estimate_request,estimate_request,delete_status,DELETE,NONE,GAP,"",admin/Estimate_request/delete_status
Estimate_request,estimate_request,index,LIST,NONE,GAP,"",admin/Estimate_request/index
Estimate_request,estimate_request,save_form_data,ACTION,NONE,GAP,"",admin/Estimate_request/save_form_data
Estimate_request,estimate_request,form,ACTION,NONE,GAP,"",admin/Estimate_request/form
Estimate_request,estimate_request,forms,ACTION,NONE,GAP,"",admin/Estimate_request/forms
Estimate_request,estimate_request,delete_form,DELETE,NONE,GAP,"",admin/Estimate_request/delete_form
Items,items,index,LIST,items,YES,"",admin/Items/index
Items,items,index,LIST,items,YES,"",admin/Items/index
Items,items,get_table_data,VALIDATE,items,GAP,"",admin/Items/get_table_data
Items,items,add_rfq,ACTION,items,GAP,"",admin/Items/add_rfq
Items,items,add_copy_rfq,ACTION,items,GAP,"",admin/Items/add_copy_rfq
Items,items,edit_rfq,ACTION,items,GAP,"",admin/Items/edit_rfq
Items,items,create,CREATE,items,YES,"",admin/Items/create
Items,items,update,EDIT,items,YES,"",admin/Items/update
Items,items,update_rfq_acceptance,ACTION,items,GAP,"",admin/Items/update_rfq_acceptance
Items,items,delete,DELETE,items,YES,"",admin/Items/delete
Items,items,rfq_cc_employees,ACTION,items,GAP,"",admin/Items/rfq_cc_employees
Items,items,view,DETAIL,items,GAP,"",admin/Items/view
Items,items,view_rfq,ACTION,items,GAP,"",admin/Items/view_rfq
Items,items,edit,EDIT,items,YES,"",admin/Items/edit
Items,items,reject_rfq,ACTION,items,GAP,"",admin/Items/reject_rfq
Items,items,insert,ACTION,items,GAP,"",admin/Items/insert
Items,items,supplier,ACTION,items,GAP,"",admin/Items/supplier
Items,items,recommend_ai_suppliers,ACTION,items,GAP,"",admin/Items/recommend_ai_suppliers
Items,items,recommend_ai_suppliers_by_item,ACTION,items,GAP,"",admin/Items/recommend_ai_suppliers_by_item
Items,items,add_supplier,ACTION,items,GAP,"",admin/Items/add_supplier
Items,items,create_rfq,ACTION,items,GAP,"",admin/Items/create_rfq
Items,items,create_copy_rfq,ACTION,items,GAP,"",admin/Items/create_copy_rfq
Items,items,copy_rfq,ACTION,items,GAP,"",admin/Items/copy_rfq
Items,items,rfq_suppliers_details,ACTION,items,GAP,"",admin/Items/rfq_suppliers_details
Items,items,view_supplier_replies,ACTION,items,GAP,"",admin/Items/view_supplier_replies
Items,items,review_rfq,ACTION,items,GAP,"",admin/Items/review_rfq
Items,items,add_rfq_employee,ACTION,items,GAP,"",admin/Items/add_rfq_employee
Items,items,delete_employee,DELETE,items,YES,"",admin/Items/delete_employee
Items,items,sendRfq,ACTION,items,GAP,"",admin/Items/sendRfq
Items,items,sendCopyRfq,ACTION,items,GAP,"",admin/Items/sendCopyRfq
Items,items,test,ACTION,items,GAP,"",admin/Items/test
Items,items,get_replies,VALIDATE,items,GAP,"",admin/Items/get_replies
Items,items,rfq_items_details_view,ACTION,items,GAP,"",admin/Items/rfq_items_details_view
Items,items,convert_item_to_archive,ACTION,items,GAP,"",admin/Items/convert_item_to_archive
Items,items,rfq_suppliers_statistics,ACTION,items,GAP,"",admin/Items/rfq_suppliers_statistics
Items,items,compar_items,ACTION,items,GAP,"",admin/Items/compar_items
Items,items,comparison_items,ACTION,items,GAP,"",admin/Items/comparison_items
Items,items,items_table,TAB,items,GAP,"",admin/Items/items_table
Items,items,get_data,VALIDATE,items,GAP,"",admin/Items/get_data
Kpi,kpi,index,LIST,NONE,GAP,"",admin/Kpi/index
Kpi,kpi,table,LIST,NONE,GAP,"",admin/Kpi/table
Kpi,kpi,proc,ACTION,NONE,GAP,"",admin/Kpi/proc
Kpi,kpi,kpi,ACTION,NONE,GAP,"",admin/Kpi/kpi
Kpi,kpi,proc_kpi,ACTION,NONE,GAP,"",admin/Kpi/proc_kpi
Kpi,kpi,staff_kpi,ACTION,NONE,GAP,"",admin/Kpi/staff_kpi
Kpi,kpi,emp_kpi,ACTION,NONE,GAP,"",admin/Kpi/emp_kpi
Kpi,kpi,employee_kpi,ACTION,NONE,GAP,"",admin/Kpi/employee_kpi
Kpi,kpi,staff_kpis_statistics,ACTION,NONE,GAP,"",admin/Kpi/staff_kpis_statistics
Kpi,kpi,staff_proc_kpis_statistics,ACTION,NONE,GAP,"",admin/Kpi/staff_proc_kpis_statistics
Kpi,kpi,get_all_user_kpis,VALIDATE,NONE,GAP,"",admin/Kpi/get_all_user_kpis
Kpi,kpi,get_proc_user_kpis,VALIDATE,NONE,GAP,"",admin/Kpi/get_proc_user_kpis
Kpi,kpi,kpi_report_OLD,ACTION,NONE,GAP,"",admin/Kpi/kpi_report_OLD
Kpi,kpi,user_report,ACTION,NONE,GAP,"",admin/Kpi/user_report
Kpi,kpi,kpi_period_report,ACTION,NONE,GAP,"",admin/Kpi/kpi_period_report
Kpi,kpi,dep_kpi_report,ACTION,NONE,GAP,"",admin/Kpi/dep_kpi_report
Kpi,kpi,dep_kpi_report,ACTION,NONE,GAP,"",admin/Kpi/dep_kpi_report
Kpi,kpi,get_table_data,VALIDATE,NONE,GAP,"",admin/Kpi/get_table_data
Kpi,kpi,ag_user_kpi,ACTION,NONE,GAP,"",admin/Kpi/ag_user_kpi
Kpi,kpi,user_kpi,ACTION,NONE,GAP,"",admin/Kpi/user_kpi
Pipeline,pipeline,index,LIST,NONE,GAP,"",admin/Pipeline/index
Pipeline,pipeline,view,DETAIL,NONE,GAP,"",admin/Pipeline/view
Pipeline,pipeline,approve,ACTION,NONE,GAP,"",admin/Pipeline/approve
Pipeline,pipeline,reject,ACTION,NONE,GAP,"",admin/Pipeline/reject
Pipeline,pipeline,takeover,ACTION,NONE,GAP,"",admin/Pipeline/takeover
Pipeline,pipeline,create,CREATE,NONE,GAP,"",admin/Pipeline/create
Pipeline,pipeline,api_update_draft,ACTION,NONE,GAP,"",admin/Pipeline/api_update_draft
Pipeline,pipeline,download_pdf,ACTION,NONE,GAP,"",admin/Pipeline/download_pdf
Pipeline,pipeline,api_get,ACTION,NONE,GAP,"",admin/Pipeline/api_get
Pipeline,pipeline,api_add_supplier,ACTION,NONE,GAP,"",admin/Pipeline/api_add_supplier
Pipeline,pipeline,api_update,ACTION,NONE,GAP,"",admin/Pipeline/api_update
Pipeline,pipeline,api_save_terms,ACTION,NONE,GAP,"",admin/Pipeline/api_save_terms
Pipeline,pipeline,api_preview,ACTION,NONE,GAP,"",admin/Pipeline/api_preview
Proc_mails,proc_mails,index,LIST,NONE,GAP,"",admin/Proc_mails/index
Proc_mails,proc_mails,index,LIST,NONE,GAP,"",admin/Proc_mails/index
Proc_mails,proc_mails,get_table_data,VALIDATE,NONE,GAP,"",admin/Proc_mails/get_table_data
Proc_mails,proc_mails,manage,ACTION,NONE,GAP,"",admin/Proc_mails/manage
Proc_mails,proc_mails,get_mails,VALIDATE,NONE,GAP,"",admin/Proc_mails/get_mails
Proc_mails,proc_mails,get_none_rfq_reply_details,VALIDATE,NONE,GAP,"",admin/Proc_mails/get_none_rfq_reply_details
Proc_mails,proc_mails,save_reply,ACTION,NONE,GAP,"",admin/Proc_mails/save_reply
Proc_mails,proc_mails,update_reply,ACTION,NONE,GAP,"",admin/Proc_mails/update_reply
Proc_mails,proc_mails,delete_reply,DELETE,NONE,GAP,"",admin/Proc_mails/delete_reply
Proc_mails,proc_mails,view_reply,ACTION,NONE,GAP,"",admin/Proc_mails/view_reply
Proc_mails,proc_mails,get_reply,VALIDATE,NONE,GAP,"",admin/Proc_mails/get_reply
Proc_mails,proc_mails,fetchProcMAilsByDate,ACTION,NONE,GAP,"",admin/Proc_mails/fetchProcMAilsByDate
Proc_mails,proc_mails,fetch_supplier_mail_attatchment,ACTION,NONE,GAP,"",admin/Proc_mails/fetch_supplier_mail_attatchment
Proc_mails,proc_mails,fetchProcMails,ACTION,NONE,GAP,"",admin/Proc_mails/fetchProcMails
Proc_mails,proc_mails,procReplyAction,ACTION,NONE,GAP,"",admin/Proc_mails/procReplyAction
Proc_mails,proc_mails,fetch_proc_mail_attach,ACTION,NONE,GAP,"",admin/Proc_mails/fetch_proc_mail_attach
Proc_mails,proc_mails,tiny_file_manager,ACTION,NONE,GAP,"",admin/Proc_mails/tiny_file_manager
Proc_mails,proc_mails,file_manager,ACTION,NONE,GAP,"",admin/Proc_mails/file_manager
Proc_mails,proc_mails,fetch_reply_attach,ACTION,NONE,GAP,"",admin/Proc_mails/fetch_reply_attach
Proc_mails,proc_mails,get_proc_quotation,VALIDATE,NONE,GAP,"",admin/Proc_mails/get_proc_quotation
Proc_mails,proc_mails,get_proc_quotation_details,VALIDATE,NONE,GAP,"",admin/Proc_mails/get_proc_quotation_details
Proc_mails,proc_mails,classify_mail,ACTION,NONE,GAP,"",admin/Proc_mails/classify_mail
Proc_mails,proc_mails,approve_mail,ACTION,NONE,GAP,"",admin/Proc_mails/approve_mail
Proc_mails,proc_mails,decline_mail,ACTION,NONE,GAP,"",admin/Proc_mails/decline_mail
Proc_mails,proc_mails,reclassify_mail,ACTION,NONE,GAP,"",admin/Proc_mails/reclassify_mail
Quotation_backlog,quotation_backlog,index,LIST,NONE,GAP,"",admin/Quotation_backlog/index
Quotation_backlog,quotation_backlog,get_counts,VALIDATE,NONE,GAP,"",admin/Quotation_backlog/get_counts
Quotation_backlog,quotation_backlog,get_table_data,VALIDATE,NONE,GAP,"",admin/Quotation_backlog/get_table_data
Quotation_backlog,quotation_backlog,proc_get_table_data,TAB,NONE,GAP,"",admin/Quotation_backlog/proc_get_table_data
Quotation_backlog,quotation_backlog,proc,ACTION,NONE,GAP,"",admin/Quotation_backlog/proc
Quotation_backlog,quotation_backlog,get_proc_counts,VALIDATE,NONE,GAP,"",admin/Quotation_backlog/get_proc_counts
Quotation_backlog,quotation_backlog,proc_table_data,TAB,NONE,GAP,"",admin/Quotation_backlog/proc_table_data
Quotation_backlog,quotation_backlog,get_review_modal,VALIDATE,NONE,GAP,"",admin/Quotation_backlog/get_review_modal
Quotation_backlog,quotation_backlog,ignore_ai_backlog,ACTION,NONE,GAP,"",admin/Quotation_backlog/ignore_ai_backlog
Quotation_backlog,quotation_backlog,convert_to_official,ACTION,NONE,GAP,"",admin/Quotation_backlog/convert_to_official
Reports,reports,index,LIST,NONE,GAP,"",admin/Reports/index
Reports,reports,index,LIST,NONE,GAP,"",admin/Reports/index
Reports,reports,get_table_data,VALIDATE,NONE,GAP,"",admin/Reports/get_table_data
Reports,reports,proc_get_table_data,TAB,NONE,GAP,"",admin/Reports/proc_get_table_data
Reports,reports,table,LIST,NONE,GAP,"",admin/Reports/table
Reports,reports,rfq_report,ACTION,NONE,GAP,"",admin/Reports/rfq_report
Reports,reports,get_report,VALIDATE,NONE,GAP,"",admin/Reports/get_report
Reports,reports,get_counts,VALIDATE,NONE,GAP,"",admin/Reports/get_counts
Respond,respond,index,LIST,NONE,GAP,"",admin/Respond/index
Respond,respond,submit,ACTION,NONE,GAP,"",admin/Respond/submit
Rfq,rfq,index,LIST,NONE,GAP,"",admin/Rfq/index
Rfq,rfq,index,LIST,NONE,GAP,"",admin/Rfq/index
Rfq,rfq,get_table_data,VALIDATE,NONE,GAP,"",admin/Rfq/get_table_data
Rfq,rfq,ag_delete,ACTION,NONE,GAP,"",admin/Rfq/ag_delete
Rfq,rfq,table,LIST,NONE,GAP,"",admin/Rfq/table
Rfq,rfq,rfqtable,TAB,NONE,GAP,"",admin/Rfq/rfqtable
Rfq,rfq,get_contacts,VALIDATE,NONE,GAP,"",admin/Rfq/get_contacts
Rfq,rfq,rfqs_count_status,ACTION,NONE,GAP,"",admin/Rfq/rfqs_count_status
Rfq,rfq,rfq_active,ACTION,NONE,GAP,"",admin/Rfq/rfq_active
Rfq,rfq,rfq_close,ACTION,NONE,GAP,"",admin/Rfq/rfq_close
Rfq,rfq,test2,ACTION,NONE,GAP,"",admin/Rfq/test2
Rfq,rfq,rfq_suppliers_replies,ACTION,NONE,GAP,"",admin/Rfq/rfq_suppliers_replies
Rfq,rfq,send_repaly_mail,ACTION,NONE,GAP,"",admin/Rfq/send_repaly_mail
Rfq,rfq,send_to_email,ACTION,NONE,GAP,"",admin/Rfq/send_to_email
Rfq,rfq,testSendMail,ACTION,NONE,GAP,"",admin/Rfq/testSendMail
Rfq,rfq,createRfqMailView,ACTION,NONE,GAP,"",admin/Rfq/createRfqMailView
Rfq,rfq,RfqMailReminder,ACTION,NONE,GAP,"",admin/Rfq/RfqMailReminder
Rfq,rfq,sendInqueryV2,ACTION,NONE,GAP,"",admin/Rfq/sendInqueryV2
Rfq,rfq,sendInqueryV30,ACTION,NONE,GAP,"",admin/Rfq/sendInqueryV30
Rfq,rfq,sendInqueryV31,ACTION,NONE,GAP,"",admin/Rfq/sendInqueryV31
Rfq,rfq,sendInqueryV3,ACTION,NONE,GAP,"",admin/Rfq/sendInqueryV3
Rfq,rfq,create,CREATE,NONE,GAP,"",admin/Rfq/create
Rfq,rfq,get_item_details,VALIDATE,NONE,GAP,"",admin/Rfq/get_item_details
Rfq,rfq,insert,ACTION,NONE,GAP,"",admin/Rfq/insert
Rfq,rfq,send_rfq,ACTION,NONE,GAP,"",admin/Rfq/send_rfq
Rfq,rfq,static_rfq_suppliers,ACTION,NONE,GAP,"",admin/Rfq/static_rfq_suppliers
Rfq,rfq,rfq_employee_cc_emails,ACTION,NONE,GAP,"",admin/Rfq/rfq_employee_cc_emails
Rfq,rfq,edit_rfq,ACTION,NONE,GAP,"",admin/Rfq/edit_rfq
Rfq,rfq,pr_item_details,ACTION,NONE,GAP,"",admin/Rfq/pr_item_details
Rfq,rfq,rfq,ACTION,NONE,GAP,"",admin/Rfq/rfq
Rfq,rfq,search_purchase_requests,ACTION,NONE,GAP,"",admin/Rfq/search_purchase_requests
Rfq,rfq,get_related_objects,VALIDATE,NONE,GAP,"",admin/Rfq/get_related_objects
Rfq,rfq,delete,DELETE,NONE,GAP,"",admin/Rfq/delete
Rfq,rfq,livesearch,ACTION,NONE,GAP,"",admin/Rfq/livesearch
Rfq,rfq,add_contact,ACTION,NONE,GAP,"",admin/Rfq/add_contact
Rfq,rfq,addquicksupplier,ACTION,NONE,GAP,"",admin/Rfq/addquicksupplier
Rfq,rfq,add_report,ACTION,NONE,GAP,"",admin/Rfq/add_report
Rfq,rfq,send_inquery,ACTION,NONE,GAP,"",admin/Rfq/send_inquery
Rfq,rfq,sendInquery,ACTION,NONE,GAP,"",admin/Rfq/sendInquery
Rfq,rfq,fetchData,ACTION,NONE,GAP,"",admin/Rfq/fetchData
Rfq,rfq,replaceBookmark,ACTION,NONE,GAP,"",admin/Rfq/replaceBookmark
Rfq,rfq,suppplier_contact_details,ACTION,NONE,GAP,"",admin/Rfq/suppplier_contact_details
Rfq,rfq,budgetforproject,ACTION,NONE,GAP,"",admin/Rfq/budgetforproject
Rfq,rfq,getPurrecsForRFQTemplate,ACTION,NONE,GAP,"",admin/Rfq/getPurrecsForRFQTemplate
Rfq,rfq,pritemsgetter,ACTION,NONE,GAP,"",admin/Rfq/pritemsgetter
Rfq,rfq,prItemsDetails,ACTION,NONE,GAP,"",admin/Rfq/prItemsDetails
Rfq,rfq,pritemsspecsgetterforstatictemplate,ACTION,NONE,GAP,"",admin/Rfq/pritemsspecsgetterforstatictemplate
Rfq,rfq,viewprojectbudgetdetail,ACTION,NONE,GAP,"",admin/Rfq/viewprojectbudgetdetail
Rfq,rfq,get_rfqfile,VALIDATE,NONE,GAP,"",admin/Rfq/get_rfqfile
Rfq,rfq,qouts_files_upload,ACTION,NONE,GAP,"",admin/Rfq/qouts_files_upload
Rfq,rfq,supplierRfqFile,ACTION,NONE,GAP,"",admin/Rfq/supplierRfqFile
Rfq,rfq,remove_file,ACTION,NONE,GAP,"",admin/Rfq/remove_file
Rfq,rfq,remove_qout_file,ACTION,NONE,GAP,"",admin/Rfq/remove_qout_file
Rfq,rfq,file,ACTION,NONE,GAP,"",admin/Rfq/file
Rfq,rfq,download_all_files,ACTION,NONE,GAP,"",admin/Rfq/download_all_files
Rfq,rfq,delete_replay,DELETE,NONE,GAP,"",admin/Rfq/delete_replay
Rfq,rfq,fetch_team_files,ACTION,NONE,GAP,"",admin/Rfq/fetch_team_files
Rfq,rfq,fetch_files,ACTION,NONE,GAP,"",admin/Rfq/fetch_files
Rfq,rfq,fetch_posts,ACTION,NONE,GAP,"",admin/Rfq/fetch_posts
Rfq,rfq,fetch_channel,ACTION,NONE,GAP,"",admin/Rfq/fetch_channel
Rfq,rfq,tenders_source_table,TAB,NONE,GAP,"",admin/Rfq/tenders_source_table
Rfq,rfq,replay_rfq_attatchment,ACTION,NONE,GAP,"",admin/Rfq/replay_rfq_attatchment
Rfq,rfq,upload_supplier_qoutation,UPLOAD,NONE,GAP,"",admin/Rfq/upload_supplier_qoutation
Rfq,rfq,view0,ACTION,NONE,GAP,"",admin/Rfq/view0
Rfq,rfq,update_reply_action,ACTION,NONE,GAP,"",admin/Rfq/update_reply_action
Rfq,rfq,update_reply_action_by_reply_id,ACTION,NONE,GAP,"",admin/Rfq/update_reply_action_by_reply_id
Rfq,rfq,getItemDetails,ACTION,NONE,GAP,"",admin/Rfq/getItemDetails
Rfq,rfq,activation,ACTION,NONE,GAP,"",admin/Rfq/activation
Rfq,rfq,edit,EDIT,NONE,GAP,"",admin/Rfq/edit
Rfq,rfq,fetchMAilsByRfqcode,ACTION,NONE,GAP,"",admin/Rfq/fetchMAilsByRfqcode
Rfq,rfq,fetch_mails_by_rfq_code,ACTION,NONE,GAP,"",admin/Rfq/fetch_mails_by_rfq_code
Rfq,rfq,fetch_attachments,UPLOAD,NONE,GAP,"",admin/Rfq/fetch_attachments
Rfq,rfq,store_attachment_file,UPLOAD,NONE,GAP,"",admin/Rfq/store_attachment_file
Rfq,rfq,fetch_supplier_rfq_attatchment,ACTION,NONE,GAP,"",admin/Rfq/fetch_supplier_rfq_attatchment
Rfq,rfq,excludeEmailsBySender,ACTION,NONE,GAP,"",admin/Rfq/excludeEmailsBySender
Rfq,rfq,excludeEmailsByEmailId,ACTION,NONE,GAP,"",admin/Rfq/excludeEmailsByEmailId
Rfq,rfq,extractEmailAddresses,ACTION,NONE,GAP,"",admin/Rfq/extractEmailAddresses
Rfq,rfq,fetch_cached_mail,ACTION,NONE,GAP,"",admin/Rfq/fetch_cached_mail
Rfq,rfq,fetch_team_channel_files,ACTION,NONE,GAP,"",admin/Rfq/fetch_team_channel_files
Rfq,rfq,fetch_reply_mail,ACTION,NONE,GAP,"",admin/Rfq/fetch_reply_mail
Rfq,rfq,fetch_mail_attches,ACTION,NONE,GAP,"",admin/Rfq/fetch_mail_attches
Rfq,rfq,fetch_rfq_mail_attches,ACTION,NONE,GAP,"",admin/Rfq/fetch_rfq_mail_attches
Rfq,rfq,project_table,TAB,NONE,GAP,"",admin/Rfq/project_table
Rfq,rfq,update_rfq_supplier_replies,ACTION,NONE,GAP,"",admin/Rfq/update_rfq_supplier_replies
Rfq,rfq,rfq_statistics,ACTION,NONE,GAP,"",admin/Rfq/rfq_statistics
Rfq,rfq,unfllow_ack_rfq,ACTION,NONE,GAP,"",admin/Rfq/unfllow_ack_rfq
Rfq,rfq,get_unaction_rfq,VALIDATE,NONE,GAP,"",admin/Rfq/get_unaction_rfq
Rfq,rfq,unquotation_reply_rfq,ACTION,NONE,GAP,"",admin/Rfq/unquotation_reply_rfq
Rfq,rfq,get_unquotation_reply_rfq,VALIDATE,NONE,GAP,"",admin/Rfq/get_unquotation_reply_rfq
Rfq,rfq,unique_suppliers_replies,ACTION,NONE,GAP,"",admin/Rfq/unique_suppliers_replies
